date,text,like_count,quote_count,reply_count,retweet_count
2021-03-28T11:10:25.000Z,Wholesome memes https://t.co/u5TkHJua8Q,464801,1240,5593,36541
2021-03-27T03:34:31.000Z,Check out our new crane https://t.co/PE4vL6uKcb,584581,6433,17996,49036
2021-03-26T01:38:29.000Z,"RT @Tesla: 6,000+ Superchargers across Europe — at 600 locations and counting!

📸 by @EPavlic, @MinimalDuck &amp; @_better_e https://t.co/Yf36H…",0,0,0,4717
2021-03-25T10:35:03.000Z,"If there’s ever a scandal about me, *please* call it Elongate",766016,8060,21252,56414
2021-03-25T10:25:26.000Z,Don’t defy DeFi,175288,2631,11106,16988
2021-03-25T07:48:53.000Z,Mars rover looking back https://t.co/oaFOCezRuU,274033,1439,7177,16707
2021-03-24T18:40:35.000Z,RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/Xcbrq66Mez,0,0,0,5562
2021-03-24T07:10:43.000Z,Pay by Bitcoin capability available outside US later this year,140982,623,3135,9131
2021-03-24T07:09:34.000Z,"Tesla is using only internal &amp; open source software &amp; operates Bitcoin nodes directly.

Bitcoin paid to Tesla will be retained as Bitcoin, not converted to fiat currency.",178531,3639,4626,20095
2021-03-24T07:02:40.000Z,You can now buy a Tesla with Bitcoin,892998,23663,36124,113188
2021-03-24T04:35:51.000Z,RT @Fogdo: Thank you @Tesla for this helpful and cool feature :-) https://t.co/FLuY3yFdSL,0,0,0,11815
2021-03-23T01:14:58.000Z,Strongest argument against aliens https://t.co/eF2FFZpJQE,457516,3622,13242,43619
2021-03-20T09:21:38.000Z,Music in zero gravity https://t.co/bepfMipjrE,388873,2473,11172,26563
2021-03-19T02:40:07.000Z,https://t.co/Ngk8SJvDUW,340423,1989,8595,23069
2021-03-18T23:15:42.000Z,First Super Heavy Booster https://t.co/0K5QPsEbbt,224661,1563,6753,14098
2021-03-18T07:09:10.000Z,The simulation really struggled to make this look real haha https://t.co/t8zvFTRUHU,298881,1013,9502,14282
2021-03-18T06:38:56.000Z,"Aspirationally acerbic alliteration 
-&gt; Bullshit baffles brains",91834,429,4652,4864
2021-03-17T01:20:54.000Z,SN11 almost ready to fly https://t.co/fXmjJZOiKk,65538,416,4662,4452
2021-03-16T23:41:44.000Z,"Actually, doesn’t feel quite right selling this. Will pass.",68923,409,4434,2226
2021-03-15T19:52:47.000Z,I’m selling this song about NFTs as an NFT https://t.co/B4EZLlesPx,244821,7261,22289,30550
2021-03-14T14:17:57.000Z,I love music. It makes my heart sing.,562703,5523,21787,56885
2021-03-14T14:10:15.000Z,"This is good
 https://t.co/8KATmh2BJx",45003,564,3542,2898
2021-03-14T14:00:29.000Z,"Play your favorite song in a Tesla &amp; turn the volume to 11

You will see. You will feel.",168755,1757,8121,8052
2021-03-14T13:38:38.000Z,A puckish rogue https://t.co/98q8bCT68q,40076,243,2561,2732
2021-03-14T04:10:36.000Z,Falcon flies for the 9th time tonight,111601,339,3457,4856
2021-03-14T03:54:54.000Z,I’m getting a Shiba Inu #resistanceisfutile,249132,3404,12238,20846
2021-03-14T01:59:13.000Z,"Homo sapiens techno: 
Loves raves &amp; technology",99793,583,3341,7883
2021-03-14T01:40:05.000Z,"RT @SpaceX: Targeting Sunday, March 14 at 6:01 a.m. EDT for Falcon 9's next launch of 60 Starlink satellites. The first stage booster suppo…",0,0,0,4010
2021-03-13T23:51:05.000Z,"Why are you so dogematic, they ask",244853,1635,9414,19229
2021-03-13T23:46:16.000Z,"Origin of Doge Day Afternoon:
The ancient Romans sacrificed a Dogecoin at the beginning of the Doge Days to appease the rage of Sirius, believing that the star was the cause of the hot, sultry weather.",76381,527,2456,7806
2021-03-13T23:40:41.000Z,Doge day afternoon,174931,1792,7280,18634
2021-03-13T23:32:59.000Z,Woketopia. Battle for the Moral High Ground in this new game!,110322,1061,3857,11583
2021-03-13T07:20:23.000Z,🎶 This Magic Moment 🎶,231363,1094,9122,13071
2021-03-12T23:51:00.000Z,"FSD Beta has now been expanded to ~2000 owners &amp; we’ve also revoked beta where drivers did not pay sufficient attention to the road. No accidents to date.

Next significant release will be in April. Going with pure vision — not even using radar. This is the way to real-world AI.",23449,390,1496,1531
2021-03-12T19:00:34.000Z,Both do mining &amp; use blocks &amp; chains,102597,272,3017,4243
2021-03-12T18:58:22.000Z,"BTC (Bitcoin) is an anagram of
TBC(The Boring Company)
What a coincidence!",242999,2305,11814,17497
2021-03-11T08:16:34.000Z,RT @SpaceX: Liftoff! https://t.co/Dth6zbYtR4,0,0,0,8200
2021-03-08T13:24:16.000Z,"Starbase, Texas https://t.co/mt4IpqqmjF",455060,3110,12100,15193
2021-03-08T10:14:43.000Z,Carnot efficiency of the Universe?,125110,522,7112,5132
2021-03-07T22:43:39.000Z,"Great band, too bad they broke up https://t.co/VQm7HhHw2M",398767,2863,10849,35989
2021-03-06T22:47:09.000Z,"Availability varies by region due to regulatory approval delays and/or Tesla internal development &amp; testing. 

Note: word “Beta” is used to reduce complacency in usage &amp; set expectations appropriately. All software is first tested internally by Tesla simulation &amp; QA drive teams.",31968,106,1375,1238
2021-03-06T22:35:23.000Z,"Due to high levels of demand for FSD Beta, adding “Download Beta” button to Service section of car display in ~10 days https://t.co/D6M3ZiMarG",61748,680,4579,3913
2021-03-06T04:40:30.000Z,Doge spelled backwards is Egod,407013,4775,20602,38333
2021-03-06T01:57:02.000Z,"If you want the Tesla Full Self-Driving Beta downloaded to your car, let us know. Doubling beta program size now with 8.2 &amp; probably 10X size with 8.3. Still be careful, but it’s getting mature.",125644,1403,20003,6705
2021-03-05T22:37:43.000Z,🙄,268207,3180,15717,17240
2021-03-05T10:35:28.000Z,"SN10 is in Valhalla now
https://t.co/dHy4tDVGnI",77809,696,4929,5727
2021-03-05T10:32:09.000Z,Cybervikings of Mars,199159,903,6299,10427
2021-03-04T09:31:42.000Z,RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/ta7iXyr7BK,0,0,0,9270
2021-03-04T08:09:13.000Z,RT @SpaceX: T-30 minutes until launch of Starlink. Webcast will go live ~15 minutes before liftoff → https://t.co/bJFjLCzWdK,0,0,0,2060
2021-03-04T00:35:12.000Z,Starship SN10 landed in one piece! https://t.co/lO4AF47MaN,171244,2307,9188,17814
2021-03-03T20:39:42.000Z,Launch abort on slightly conservative high thrust limit. Increasing thrust limit &amp; recycling propellant for another flight attempt today.,95096,434,2628,3800
2021-03-03T20:10:07.000Z,5 mins to Starship test flight attempt,196648,961,8664,9504
2021-03-03T11:59:08.000Z,March 3rd,88249,342,2349,2649
2021-03-03T11:30:39.000Z,Starship launch tomorrow. Window opens at 9am.,241914,1311,6959,14511
2021-03-03T05:11:52.000Z,"RT @yousuck2020: 【発表】2023年に予定している月旅行に8名様をご招待します。本日より応募受付開始します！みんなで楽しい旅行にしましょう🚀🌍🌕 #dearMoon
https://t.co/xBtOyJMIUh",0,0,0,22708
2021-03-02T21:19:32.000Z,"From thence to Mars,
And hence the Stars.",92785,299,2354,4269
2021-03-02T20:31:38.000Z,"Creating the city of Starbase, Texas",218494,2454,8529,13707
2021-03-02T18:41:18.000Z,Horses are even self-driving! https://t.co/qPJrCFGs8J,144062,1229,4955,13143
2021-03-02T17:50:44.000Z,Scammers &amp; crypto should get a room,196745,2439,9270,16409
2021-03-01T22:23:50.000Z,Green eggs &amp; SPAC,129873,947,6102,6443
2021-03-01T19:57:08.000Z,Doge meme shield (legendary item) https://t.co/CeomU9q84c,283154,2027,9391,26622
2021-03-01T19:01:34.000Z,New drug coming out called Regretamine. Pop one &amp; all regrets are gone.,290813,4365,12346,24812
2021-03-01T18:59:03.000Z,Always wondered where exactly your gaming character keeps all the stuff https://t.co/nNk2MeFGjf,195706,1180,5290,15662
2021-03-01T18:11:31.000Z,"RT @Tesla: Use Tesla phone app to melt snow &amp; ice off your car before even leaving the house

📸 by @cookie_esq https://t.co/P3r8JUOvpv",0,0,0,11960
2021-03-01T18:11:28.000Z,RT @Tesla: Model 3 earns Top Safety+ award from IIHS for third year in a row https://t.co/rr0QtV20al,0,0,0,2979
2021-02-26T10:04:57.000Z,https://t.co/jJeP4pFR6m,159207,882,4766,7624
2021-02-26T09:50:44.000Z,Do androids dream of electric cars?,253819,1590,15031,12778
2021-02-25T22:08:03.000Z,🙏 https://t.co/BBwnTndvoi,263852,940,6219,19097
2021-02-25T11:52:19.000Z,"Not a meta4, I mean actual books",146979,396,3246,4320
2021-02-25T11:10:19.000Z,I admit to judging books by their cover,378653,3386,12860,31722
2021-02-25T06:35:22.000Z,Starship to the moon https://t.co/tVMJbBk3BU,388874,2069,18815,25657
2021-02-25T05:15:02.000Z,"Out on launch pad, engine swap underway https://t.co/QNXGtL90WN",182042,1044,6482,10059
2021-02-25T01:25:56.000Z,You might see much higher download speeds on Starlink at times. Testing system upgrades.,207176,695,7413,9529
2021-02-25T00:17:28.000Z,"RT @Commercial_Crew: The @SpaceX Crew Dragon has officially been in space for more than 💯 days!

The Crew-1 mission launched on Nov. 15, 20…",0,0,0,3224
2021-02-24T13:10:13.000Z,On the actual moon,181105,544,5960,11870
2021-02-24T13:00:05.000Z,Literally https://t.co/XBAUqiVsPH,573580,7329,22329,68644
2021-02-23T11:50:35.000Z,Excession,204989,1573,15435,10821
2021-02-21T23:11:50.000Z,Of spaceflight,85560,155,3305,2824
2021-02-21T22:09:42.000Z,RT @Tesla: Solar Roof even clears off the snow,0,0,0,6198
2021-02-21T21:59:56.000Z,Hypernominalization,176029,1246,11666,10415
2021-02-21T21:27:06.000Z,Dojo 4 Doge,324652,3594,19533,32528
2021-02-20T23:42:57.000Z,Cryptocurrency explained https://t.co/kUXaXx8a1R,152529,2308,10731,23682
2021-02-20T21:06:39.000Z,Or did they say pegged to the dollar? Something like that …,110453,260,3811,4212
2021-02-20T20:52:56.000Z,Heard a rumor some crypto coin was pegging the dollar 🤣🤣,273135,2968,16981,20810
2021-02-19T21:06:55.000Z,I just want to start a flame in your heart,445150,7268,28667,45062
2021-02-19T20:34:57.000Z,Just for a day,283102,3477,14234,19161
2021-02-17T08:55:40.000Z,.@ERCOT_ISO is not earning that R,141276,886,10801,8734
2021-02-16T16:00:45.000Z,RT @Tesla: Winter at Giga Texas https://t.co/eqL8lPICKe,0,0,0,6582
2021-02-16T05:10:20.000Z,RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/apZ7oTOvNk,0,0,0,16014
2021-02-15T10:05:59.000Z,I will literally pay actual $ if they just void their accounts,123231,1189,8257,9788
2021-02-15T09:52:37.000Z,https://t.co/w11m1IAG0z,831331,5697,11656,77687
2021-02-14T23:25:16.000Z,"If major Dogecoin holders sell most of their coins, it will get my full support. Too much concentration is the only real issue imo.",328228,5849,28397,34438
2021-02-13T21:19:38.000Z,было бы большой честью поговорить с вами,90713,956,5684,4148
2021-02-13T21:07:38.000Z,.@KremlinRussia_E would you like join me for a conversation on Clubhouse?,191353,3933,14061,12171
2021-02-13T14:12:41.000Z,Lil meme juice for the weekend https://t.co/e9rVtk4SEe,285916,2365,13206,20472
2021-02-12T23:06:15.000Z,"RT @boringcompany: Congrats to the advancing teams in the Not-a-Boring Tunnel Competition!  Started with 390 competitors, down to the 12 fi…",0,0,0,1835
2021-02-11T20:05:55.000Z,Happy New Year of the Ox! https://t.co/9WFKMYu2oj,429984,2868,18279,30897
2021-02-11T09:08:33.000Z,"Frodo was the underdoge,
All thought he would fail,
Himself most of all. https://t.co/zGxJFDzzrM",246371,3846,19491,30255
2021-02-10T21:15:44.000Z,The most entertaining outcome is the most likely,130826,688,3925,7845
2021-02-10T19:47:18.000Z,Just agree to do Clubhouse with @kanyewest,325131,5452,12539,22694
2021-02-10T16:51:31.000Z,https://t.co/3rWE9uHSTS,177696,1321,7384,7503
2021-02-10T15:08:11.000Z,"Bought some Dogecoin for lil X, so he can be a toddler hodler",544942,9246,28510,58497
2021-02-10T07:18:12.000Z,This is true power haha https://t.co/Fc9uhQSd7O,193599,1062,9760,11543
2021-02-10T04:31:33.000Z,RT @SpaceX: NASA has selected Falcon Heavy to launch the first two elements of the lunar Gateway together on one mission! https://t.co/3pWt…,0,0,0,10183
2021-02-09T00:08:40.000Z,XPrize team will manage the $100M carbon capture prize https://t.co/fSw5IanL0r,108946,1124,9316,12878
2021-02-08T06:07:04.000Z,Back to work I go …,476988,3056,23343,25622
2021-02-08T01:13:52.000Z,"Ð is for Ðogecoin! Instructional video.
https://t.co/UEEocOfcTb",258163,4960,16052,51581
2021-02-08T00:09:57.000Z,The people have spoken … https://t.co/x41oVMzTGo,222948,2092,10321,33657
2021-02-07T22:25:14.000Z,🎶 Who let the Doge out 🎶,781483,12090,26857,113182
2021-02-07T22:12:09.000Z,Hodl the rainforests!!,271802,1985,9767,24140
2021-02-07T07:41:23.000Z,So … it’s finally come to this … https://t.co/Gf0Rg2QOaF,685582,7274,21177,82686
2021-02-06T22:16:52.000Z,Lessons learned,145245,206,2464,4737
2021-02-06T22:14:57.000Z,Of Earth and Mars,159380,211,2284,5408
2021-02-06T22:12:57.000Z,Time to tell the story of Tesla &amp; SpaceX,409048,2031,11856,23544
2021-02-06T09:58:04.000Z,The Second Last Kingdom https://t.co/Je4EI88HmV,493725,3073,11026,17989
2021-02-06T08:32:55.000Z,"YOLT

https://t.co/cnOf9yjpF1",82063,576,6177,4476
2021-02-06T06:46:24.000Z,The great thing about restaurants is that you get to hang out with strangers! - SJM,174685,718,6270,9952
2021-02-06T04:51:07.000Z,The future currency of Earth,260494,8022,36122,61010
2021-02-06T04:02:23.000Z,Much wow!,367316,3900,17679,27436
2021-02-04T21:54:00.000Z,RT @SpaceX: Falcon 9 will launch @NASA’s SPHEREx mission – which will collect data on more than 300 million galaxies and explore how the un…,0,0,0,5302
2021-02-04T21:53:48.000Z,RT @SpaceX: Falcon 9 launches 60 Starlink satellites to orbit – mission from pad 39A on deck https://t.co/71cuCBgPNX,0,0,0,8576
2021-02-04T10:08:21.000Z,"I am become meme,
Destroyer of shorts",615813,6885,27669,56032
2021-02-04T09:34:47.000Z,Sandstorm is a masterpiece,326791,4038,11342,23798
2021-02-04T08:44:12.000Z,"Next time, we try pull *up* method https://t.co/J1M7WHLRDR",233778,1708,9635,17001
2021-02-04T08:43:13.000Z,Low-key Loki,212943,1849,6887,14163
2021-02-04T08:27:10.000Z,"No highs, no lows, only Doge",768166,11359,22169,112448
2021-02-04T08:17:17.000Z,No need to be a gigachad to own,179317,649,2680,15787
2021-02-04T08:15:26.000Z,Dogecoin is the people’s crypto,550794,13610,19159,102904
2021-02-04T07:57:30.000Z,ur welcome https://t.co/e2KF57KLxb,993320,19894,23513,146988
2021-02-04T07:35:35.000Z,Doge,259357,7704,9220,45372
2021-02-04T07:29:09.000Z,https://t.co/vviUzWhodT,428632,2997,7161,39031
2021-02-04T07:09:30.000Z,This was a tough one https://t.co/beY7peFpCj,95594,408,3071,5184
2021-02-04T07:07:29.000Z,RT @SpaceX: Watch Falcon 9 launch 60 Starlink satellites → https://t.co/bJFjLCzWdK  https://t.co/Ln95rEesbW,0,0,0,3150
2021-02-02T08:45:48.000Z,Off Twitter for a while,531408,13572,33653,24022
2021-02-01T23:21:08.000Z,It will be filled with graffiti art,125130,489,4007,3461
2021-02-01T23:17:40.000Z,Giga Berlin progress https://t.co/ekpG5qcbUi,229810,1565,6507,13507
2021-02-01T21:58:40.000Z,RT @SpaceX: This mission enables access for everyday people who dream of going to space,0,0,0,3753
2021-02-01T21:58:39.000Z,RT @SpaceX: Announcing the first commercial astronaut mission to orbit Earth aboard Dragon → https://t.co/MbESvnakAD https://t.co/ukLsjFfRjk,0,0,0,10111
2021-01-31T23:59:16.000Z,"If you’ve worked on advanced wearables, phones or robots, those skills are needed @neuralink",51433,254,4034,2575
2021-01-31T23:53:27.000Z,Feels weird helping make (hopefully good version of) Cyberpunk come true,72755,430,2208,3086
2021-01-31T23:51:25.000Z,"Please consider working at Neuralink!

Short-term: solve brain/spine injuries
Long-term: human/AI symbiosis 

Latter will be species-level important 

Work at either at our Bay Area or Austin locations https://t.co/LPzDrWO8h3",137121,1861,9306,10527
2021-01-31T21:07:41.000Z,https://t.co/XcCoKOjYlt,35986,766,2936,3122
2021-01-31T20:56:10.000Z,On Clubhouse tonight at 10pm LA time,214136,5329,11040,13239
2021-01-31T19:19:08.000Z,RT @Commercial_Crew: Launch Alert 🚀 @NASA and @SpaceX are targeting no earlier than April 20 for the launch of the second crew rotation mis…,0,0,0,3071
2021-01-30T20:32:43.000Z,"Warm, sunny day &amp; snowy mountains https://t.co/2k8psyqU4J",125001,304,3936,2668
2021-01-30T20:24:42.000Z,What a beautiful day in LA https://t.co/EsCJTbzO9D,336634,1863,16358,11908
2021-01-30T09:46:56.000Z,https://t.co/pyRCFE97Xp,118177,342,2777,4259
2021-01-29T20:44:02.000Z,Starship SN9 &amp; SN10 https://t.co/urtPJn7amo,512698,5650,21576,36884
2021-01-29T08:22:15.000Z,"In retrospect, it was inevitable",598603,7399,27769,56792
2021-01-28T23:29:19.000Z,"With Cyberpunk, even the hotfixes literally have hotfixes, but … great game",339130,1413,8716,15003
2021-01-28T22:47:23.000Z,https://t.co/a6kmk0PEgM,448450,12266,17441,71117
2021-01-28T20:39:53.000Z,"Here come the shorty apologists
Give them no respect
Get Shorty",606939,4009,15027,66300
2021-01-28T20:34:26.000Z,"u can’t sell houses u don’t own
u can’t sell cars u don’t own
but 
u *can* sell stock u don’t own!?
this is bs – shorting is a scam
legal only for vestigial reasons",730606,12946,21393,135949
2021-01-28T11:54:19.000Z,The esthetics of Cyberpunk are incredible btw. The interior design is👌.,113076,250,2168,2461
2021-01-28T02:41:43.000Z,0 to 155mph trap speed in a 1/4 mile. 200mph top speed (with right tires).,78445,189,1638,2255
2021-01-28T02:35:55.000Z,First production car ever to achieve 0 to 60 mph in less than 2 seconds,132229,976,2426,5601
2021-01-28T02:34:17.000Z,It can play Cyberpunk,212678,1608,4619,8562
2021-01-28T02:33:13.000Z,Plaid Model S ships next month https://t.co/HFUPTnQiPB,475611,7413,14588,33904
2021-01-28T01:57:30.000Z,Even Discord has gone corpo …,568498,4211,14459,42344
2021-01-26T22:59:59.000Z,https://t.co/F23fxQkBCE,54526,352,1978,2148
2021-01-26T21:08:02.000Z,"Gamestonk!! 
https://t.co/RZtkDzAewJ",246583,9219,12007,35690
2021-01-26T11:32:55.000Z,Bought a hand knit wool Marvin the Martian helm for my dog,132840,353,2755,2633
2021-01-26T11:28:08.000Z,https://t.co/gpcvjIBTLM,67385,489,2182,5458
2021-01-26T11:25:23.000Z,I kinda love Etsy,322079,5196,13396,17500
2021-01-24T19:46:26.000Z,Under Vegas in @boringcompany tunnel yesterday with my boys https://t.co/tLfOuiEdFm,205849,1000,5150,9309
2021-01-24T18:11:47.000Z,"RT @SpaceX: SpaceX’s rideshare offering provides increased access to space for small satellite operators seeking a reliable, affordable rid…",0,0,0,2522
2021-01-24T17:59:32.000Z,RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/6gWWlLiXdG,0,0,0,4183
2021-01-24T17:59:29.000Z,RT @SpaceX: Liftoff! https://t.co/js3zVM77rH,0,0,0,6602
2021-01-23T15:07:09.000Z,"RT @SpaceX: Due to unfavorable weather, we are standing down from today's launch; the team will continue with the countdown until T-30 seco…",0,0,0,2282
2021-01-22T23:17:20.000Z,Launching many small satellites for a wide range of customers tomorrow. Excited about offering low-cost access to orbit for small companies! https://t.co/NrXmBML747,76290,432,3358,5422
2021-01-21T23:08:47.000Z,Details next week,95285,299,5721,3091
2021-01-21T23:08:35.000Z,Am donating $100M towards a prize for best carbon capture technology,596216,18538,57074,56233
2021-01-20T17:53:29.000Z,RT @SpaceX: Falcon 9 launches Starlink to orbit – the eighth launch and landing of this booster https://t.co/zyj8ZdDFql,0,0,0,5497
2021-01-18T05:52:28.000Z,Battery cell production is the fundamental rate-limiter slowing down a sustainable energy future. Very important problem. https://t.co/MYOUSAC2AK,141390,898,6352,10963
2021-01-15T06:44:22.000Z,"Monty Python is amazing
https://t.co/UJq94IWT88",103147,1173,6196,7138
2021-01-14T03:51:19.000Z,"RT @SpaceX: Splashdown of Dragon confirmed, completing SpaceX’s 21st @Space_Station resupply mission and the first return of a cargo resupp…",0,0,0,3212
2021-01-13T21:47:02.000Z,All three static fires completed &amp; no RUDs!,64758,179,1469,1742
2021-01-13T21:20:05.000Z,https://t.co/ho7yGXAS3a,382612,5508,10552,33001
2021-01-13T19:06:00.000Z,"Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fired. Two starts completed, about to try a third.",163474,592,4243,6910
2021-01-13T09:25:42.000Z,Legalize comedy,886196,9392,18389,86962
2021-01-13T01:25:16.000Z,RT @SpaceX: Separation confirmed! Dragon performing 3 departure burns to move away from the @Space_Station https://t.co/G27ohWvnXj,0,0,0,3391
2021-01-12T23:02:33.000Z,"Hey you …
Yeah you Queen …
You’re gonna make it! 💕💕 https://t.co/LrqdIrbIyd",576865,13955,12799,108067
2021-01-12T11:55:35.000Z,https://t.co/TKkruvgBth https://t.co/ocy2gFRYvN,193566,2255,6100,11805
2021-01-12T11:24:55.000Z,Mus protec 👶 yoda https://t.co/1dvhG0nTkU,505632,4071,7395,40599
2021-01-09T18:47:06.000Z,"My 14-year-old son, Saxon, said he feels like 2021 will be a good year. I agree. Let us all make it so.",919140,11828,28829,64856
2021-01-08T02:15:39.000Z,Launch underway https://t.co/wbk7ZZ0Fqx,90676,453,3377,5727
2021-01-08T01:35:53.000Z,"Btw, critical feedback is always super appreciated, as well as ways to donate money that really make a difference (way harder than it seems)",242893,2709,27882,10768
2021-01-07T18:49:47.000Z,https://t.co/2ja38Z8MRE,314138,2736,6975,23914
2021-01-07T12:56:10.000Z,Use Signal,361338,12040,16185,45321
2021-01-07T10:24:29.000Z,"As seen from an external observer, not the participants",65454,125,1063,1909
2021-01-07T10:23:50.000Z,The most entertaining outcome is the most likely,156245,1567,3371,10890
2021-01-07T04:06:23.000Z,This is called the domino effect https://t.co/qpbEW54RvM,367087,3293,4511,37628
2021-01-04T20:57:05.000Z,"Because of the large footprint, it may seem flat, but actually ranges up to 5 stories tall",57924,79,1388,1073
2021-01-04T20:26:11.000Z,Snow falling on Giga Berlin https://t.co/eTXMtYp8hG,148599,666,3651,6888
2021-01-02T14:51:49.000Z,"So proud of the Tesla team for achieving this major milestone! At the start of Tesla, I thought we had (optimistically) a 10% chance of surviving at all. https://t.co/xCqTL5TGlE",109988,658,4159,6247
2021-01-02T14:46:23.000Z,"RT @Tesla: In 2020, we produced and delivered half a million cars. Huge thanks to all those who made this possible.
https://t.co/q43vz6RMhd",0,0,0,6279
2020-12-31T05:47:38.000Z,Ignore the heading,37273,64,1115,686
2020-12-31T05:40:26.000Z,"Great interview with Mathias Döpfner
https://t.co/ewnaHc4cH0",51195,473,1623,3131
2020-12-30T09:51:07.000Z,Snake-head dog had my undivided attention until winder-head ostrich came gliding through all nonchalant https://t.co/dtPMdM3TQp,99340,464,2656,4343
2020-12-30T05:33:19.000Z,"Destiny, destiny
No escaping 
that for me",154069,1070,6070,11348
2020-12-29T22:16:14.000Z,All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option for free. Delivery &amp; docs must be fully complete by midnight Dec 31st.,72404,945,3532,3461
2020-12-29T21:32:09.000Z,The Last Kingdom show is great,135571,1360,4760,5673
2020-12-29T20:48:04.000Z,Not everything is made of cake https://t.co/oMaCmYQAwx,181970,1241,2777,12006
2020-12-29T20:40:49.000Z,Such a weird game when you think about it https://t.co/5MrvVzmeKG,348658,2493,3909,32676
2020-12-29T20:37:54.000Z,This is not CGI https://t.co/VOivE97vPR,63051,3605,4524,10457
2020-12-28T19:46:18.000Z,Entertainment will be critical when cars drive themselves,54194,528,2830,2525
2020-12-28T17:23:31.000Z,What should Tesla do with in-car gaming in an autonomous world?,33315,396,6754,855
2020-12-27T22:18:58.000Z,Try playing Polytopia in your Tesla! Great game. Multiplayer online version coming soon.,145264,914,5213,4050
2020-12-25T20:54:29.000Z,"Change your horn sound to 🐐, 🐍🎷, 💨 or holiday jingles with latest Tesla software update!",184265,1995,5248,6798
2020-12-25T16:47:04.000Z,Merry Christmas &amp; happy holidays! 🎁 https://t.co/uk6NSPwR9R,232838,2433,7309,12882
2020-12-24T01:12:41.000Z,12 story rocket turns off its engines &amp; does a controlled fall https://t.co/HCRgyx42rn,101068,942,3366,8474
2020-12-24T00:00:41.000Z,"To Tesla owners taking delivery in the final days of year, your support is super appreciated!!",147339,490,3461,3400
2020-12-21T13:04:16.000Z,Thanks to everyone who worked so hard to make Tesla successful. My heart goes out to you.,339826,2047,8179,10827
2020-12-20T21:31:49.000Z,RT @SpaceX: Photos from yesterday’s launch and landing → https://t.co/095WHX44BX https://t.co/6ojFySuaxo,0,0,0,3924
2020-12-20T10:16:43.000Z,♥️ i love all u crazy ppl out there ♥️,326028,2785,12950,15423
2020-12-20T09:44:03.000Z,"Come for the comments, 
stay for the memes💄",123745,568,5734,4811
2020-12-20T09:30:04.000Z,One word: Doge,220758,6852,10981,25908
2020-12-20T09:24:37.000Z,Bitcoin is almost as bs as fiat money,138691,3587,8097,10016
2020-12-20T08:54:26.000Z,https://t.co/EbOjGshvrq,392464,7751,8030,43294
2020-12-20T08:43:06.000Z,“Lord” Edge,36221,153,1101,959
2020-12-20T08:40:34.000Z,"Just kidding, who needs a safe word anyway!?",68396,559,2334,2063
2020-12-20T08:21:25.000Z,Bitcoin is my safe word,236731,3281,6609,19563
2020-12-19T17:06:45.000Z,RT @SpaceX: Falcon 9’s first stage has landed on Landing Zone 1 https://t.co/mR18Qv3GoC,0,0,0,8236
2020-12-19T17:06:40.000Z,RT @SpaceX: Liftoff! https://t.co/AG4rAR6qNp,0,0,0,3911
2020-12-17T06:32:13.000Z,"Star Light, Star Bright https://t.co/6CeTAZSXCO",221513,2760,6324,28792
2020-12-14T21:59:00.000Z,RT @SpaceX: Starship landing flip maneuver https://t.co/QuD9HwZ9CX,0,0,0,13497
2020-12-14T16:15:57.000Z,Ascent to the Heavens https://t.co/oGgsw88YRZ,299769,2584,4325,16864
2020-12-14T15:12:18.000Z,Hehe https://t.co/SkLMiL3OxT,351178,6703,8203,25259
2020-12-14T06:51:16.000Z,https://t.co/sdmXKbHdzd,77932,1167,1854,3513
2020-12-14T06:11:07.000Z,https://t.co/qbNT1dUsED,262717,14585,10516,22227
2020-12-14T03:06:07.000Z,"RT @SpaceX: Falcon 9 launches SXM-7 to orbit, completing SpaceX’s 25th launch this year https://t.co/ZRur0ewNlv",0,0,0,3924
2020-12-11T20:14:46.000Z,RT @Pockn_CG: Can't wait!! @elonmusk #spacex #SpaceXStarship https://t.co/ynEtMywFvg,0,0,0,2278
2020-12-10T23:13:49.000Z,RT @SpaceX: Photos from Starship SN8’s flight test → https://t.co/095WHX44BX https://t.co/5OzLYF7QRf,0,0,0,5307
2020-12-10T00:10:39.000Z,"Thank you, South Texas for your support! This is the gateway to Mars.",119384,822,1916,3599
2020-12-10T00:08:40.000Z,"Life, the Universe and Everything https://t.co/1ZCzInfc4u",205900,3128,5092,11793
2020-12-09T23:08:53.000Z,"Mars, here we come!!",667609,17583,18774,53336
2020-12-09T23:07:39.000Z,"Fuel header tank pressure was low during landing burn, causing touchdown velocity to be high &amp; RUD, but we got all the data we needed! Congrats SpaceX team hell yeah!!",101480,2031,3269,7424
2020-12-09T23:02:34.000Z,"Successful ascent, switchover to header tanks &amp; precise flap control to landing point! https://t.co/IIraiESg5M",111319,2960,5474,10382
2020-12-08T16:55:36.000Z,RT @SpaceX: Time-lapse of Dragon on approach – two Dragons now docked to the @space_station https://t.co/I046jBmC7o,0,0,0,8165
